time,area,average,total
119,0.0014148090705101565,48,14293
120,0.0013700589239515435,48,14293
121,0.0013267493602616375,48,14293
122,0.0012848459019115133,48,14293
123,0.0012443137171822363,48,14293
124,0.0012051176712135562,48,14293
125,0.0011672223830537188,48,14293
126,0.0011305922881793841,48,14293
127,0.0010951917058649055,48,14293
128,0.0010609849106947922,48,14293
129,0.0010279362074354624,48,14293
130,0.0009960100084140245,48,14293
131,0.0009651709124959738,48,14293
132,0.000935383784712908,48,14293
133,0.0009066138355663073,48,14293
134,0.000878826699026722,48,14293
135,0.0008519885082598732,48,14293
136,0.0008260659681419609,48,14293
137,0.00080102642367675,48,14293
138,0.0007768379234952398,48,14293
139,0.0007534692777040754,48,14293
140,0.0007308901094490418,48,14293
141,0.0007090708996736469,48,14293
142,0.0006879830246761365,48,14293
143,0.000667598786199392,48,14293
144,0.0006478914339232263,48,14293
145,0.0006288351803646315,48,14293
146,0.0006104052083249452,48,14293
147,0.0005925776711508593,48,14293
148,0.0005753296861950392,48,14293
149,0.0005586393219694989,48,14293
150,0.0005424855795782979,48,14293
151,0.0005268483690929391,48,14293
152,0.0005117084815934015,48,14293
153,0.0004970475576382398,48,14293
154,0.0004828480529483396,48,14293
155,0.00046909320209097104,48,14293
156,0.0004557669809339459,48,14293
157,0.00044285406860541547,48,14293
158,0.0004303398096444621,48,14293
159,0.000418210176963205,48,14293
160,0.0004064517361649292,48,14293
161,0.0003950516116776826,48,14293
162,0.00038399745507077427,48,14293
163,0.0003732774158267243,48,14293
164,0.00036288011474510794,48,14293
165,0.0003527946200609169,48,14293
166,0.0003430104262709284,48,14293
167,0.0003335174355791251,48,14293
168,0.0003243059417990399,48,14293
169,0.00031536661648807373,48,14293
170,0.000306690497038109,48,14293
171,0.00029826897640851933,48,14293
172,0.00029009379416270446,48,14293
173,0.00028215702845739194,48,14293
174,0.00027445108863461017,48,14293
175,0.0002669687080790506,48,14293
176,0.0002597029370268027,48,14293
177,0.0002526471350444217,48,14293
178,0.0002457949629378205,48,14293
179,0.00023914037389711468,48,14293
180,0.0002326776037343314,48,14293
181,0.00022640116012391726,48,14293
182,0.0002203058108093621,48,14293
183,0.00021438657079126677,48,14293
184,0.0002086386885611351,48,14293
185,0.0002030576314896006,48,14293
186,0.00019763907051639884,48,14293
187,0.00019237886432130647,48,14293
188,0.00018727304317951645,48,14293
189,0.00018231779272122567,48,14293
190,0.000177509437823232,48,14293
191,0.0001728444268602188,48,14293
192,0.00016831931653543187,48,14293
193,0.0001639307574951353,48,14293
194,0.00015967548090945686,48,14293
195,0.0001555502861747626,48,14293
196,0.00015155202986079412,48,14293
197,0.0001476776159905567,48,14293
198,0.00014392398770363512,48,14293
199,0.0001402881203155864,48,14293
200,0.00013676701574857398,48,14293
201,0.00013335769827268204,48,14293
202,0.0001300572114646744,48,14293
203,0.0001268626162621686,48,14293
204,0.00012377098996750033,48,14293
205,0.00012077942603736364,48,14293
206,0.00011788503448247655,48,14293
207,0.00011508494269614989,48,14293
208,0.00011237629653203991,48,14293
209,0.00010975626145930258,48,14293
210,0.00010722202363765033,48,14293
211,0.00010477079077482639,48,14293
212,0.00010239979265413004,48,14293
213,0.00010010628124886634,48,14293
214,9.788753037305643e-05,48,14293
215,9.574083485210784e-05,48,14293
216,9.366350923239624e-05,48,14293
217,9.165288608335796e-05,48,14293
218,8.970631397868683e-05,48,14293
219,8.782115527316264e-05,48,14293
220,8.599478381751633e-05,48,14293
221,8.422458277443959e-05,48,14293
222,8.25079427135683e-05,48,14293
223,8.084226017131531e-05,48,14293
224,7.922493686234564e-05,48,14293
225,7.765337972304512e-05,48,14293
226,7.612500195354791e-05,48,14293
227,7.46372252040349e-05,48,14293
228,7.318748302357752e-05,48,14293
229,7.177322565652093e-05,48,14293
230,7.039192623324966e-05,48,14293
231,6.904108836020921e-05,48,14293
232,6.771825506961595e-05,48,14293
233,6.642101904368256e-05,48,14293
234,6.514703398289525e-05,48,14293
235,6.389402694431732e-05,48,14293
236,6.265981143551993e-05,48,14293
237,6.144230101386368e-05,48,14293
238,6.023952311073033e-05,48,14293
239,5.904963277697195e-05,48,14293
